topic_id,topic_name,topic_whether_background,topic_havebg_id,topic_havebg_else,topic_category,topic_synopsis,topic_remark,topic_teacher,topic_whether_pass,topic_major,topic_time
2022wl005,混沌与分形理论研究,FALSE,,,基础型,混沌是指现实世界中存自相似性混沌的背后拥有精细的结构，这种精细的结构具有自相似性，为分形。复杂的事物都由简单的开始，一颗大树分解后就是一个个树杈，股市分解后就是一涨一跌，大道至间。分形理论与混沌理论同属非线性理论，是从不同角度同时表达的对动态复杂系统的研究。本课题集中混沌学和分形学的研究，探究两者的相同点和不同点，同时期待学生在论文中融入自己的哲学思维，加入自己的思政元素，从而加深对此课题的理解。,,曹海静,TRUE,应用物理学,2021/11/6
2022xj043,图的最短路问题及其应用,FALSE,,,工程实践/应用型,最近几十年来，图论随着计算机技术的发展得到了广泛和深刻的研究，图论的理论也日益丰富和完善。图论在运筹学、理论计算机、通信网络、社会网络与化学等学科有着广泛的应用。图论中包括染色问题、连通问题、匹配问题、最短路问题等重要问题。选址问题研究是如何选定一个或多个设施的地理位置使得所考虑的目标达到最优的问题，在生产生活、物流、甚至军事中都有着广泛的应用，如工厂、仓库、急救中心、消防站、垃圾处理中心、物流中心、导弹仓库的选址等。本文研究的图是指每条边带有权重的赋权图。最短路问题是寻找图中两个顶点之间权重之和最小的一条路。本文主要介绍图的最短路问题及其在选址问题与城市公交线路优化中的应用。,,王海超,TRUE,信息与计算科学,2021/11/6
2022wl033,高温气冷堆物理特性分析,FALSE,,,基础型,高温气冷堆不仅能发电，还可以用于石油，化工以及炼钢等领域，它提供的高温热能可代替煤炭等燃料发热，通过热电联供的方式，它产生的热能可以应用到海水淡化、集中供热、稠油热采等领域，理论上这种反应堆技术提升后将来可形成出口温度高达1000℃的清洁热源，可以应用到煤的气化液化与热化学制氢领域，还可为氢能源时代的到来助一把力，所以这是一种在很多领域都具有革新意义的先进技术，其开发前景十分广阔。高温气冷核反应堆发电是效率和安全性极高的第四代核电技术，本论主要研究高温气冷堆核能热量转换和冷却过程的物理特性。,,王淮生,TRUE,应用物理学,2021/11/6
2022xj060,模糊流动性约束下的投资组合模型,FALSE,,,工程实践/应用型,"在传统的证券投资组合研究领域里，Markoiwtz 首次提出的证券投资组合决策理论:均值一方差模型。以及后来众多学者提出的证券投资组合决策方法。
   为了使模型具有较好的一般性，希望在模糊不确定的环境下，运用模糊数学和最优化原理来研究投资组合选择问题，为投资决策分析建立一种新的方法，这在理论和实践中都具有非常重要和深远的意义。
   运用模糊集理论和最优化原理来研究证券投资组合选择问题，具有重要的理论与应用价值，也是金融界目前研究的热点问题。
",,薛文娟,TRUE,信息与计算科学,2021/11/6
2022xj061,企业动态自由现金流的折现模型,FALSE,,,工程实践/应用型,"在传统的财务分析系统下，普遍关注某个财务指标或者比率系数False法单独衡量企业价值，而在投资组合理论下， 仅采用收盘价作为参数衡量一个企业（股票）的价格又显的技术性过强，False法客观衡量一个企业的价值。
    本课题试图以较为客观的历史财务报表， 摒弃其中可能存在的利润陷阱（如通过赊销增加应收账款等）， 仅以历年自由现金流为考察参数， 根据其变动， 运用数学插值法以及对其发展趋势的一些判断，模拟其未来一定时间的可能变化， 而后根据企业的性质选择合适的折现率估算出企业在当前时期的合理价值，可作为企业收购的价格，亦可根据股本数量计算其每股合理价格。 通过客观的财会报表信息以及数学模拟的方式为企业估算合理的价值。",,薛文娟,TRUE,信息与计算科学,2021/11/6
2022xj062,基于均值-方差模型的商品期货投资组合最优选取的实证分析,FALSE,,,工程实践/应用型,"近几年来，我国期货市场在高标准、稳起步的原则下正处于一个新的高速发展通道。截至2009年7月底，我国期货市场共有21个品种上市交易，商品期货成交量已占全球三分之一，成为仅次于美国的全球第二大商品期货市场和第一大农产品期货市场。但相比与证券投资，期货属于后起的“晚生小辈”， 对于其的投资组合理论研究少之又少。
    随着期货市场的发展，商品期货的投资属性越来越强。本文通过利用马克维茨证券投资组合模型中经典的均值-方差的分析方法对商品期货投资组合实例作出最优选取，并在组合中品种数量变化的关系和风险收益变化的关系作出定量和定性的分析。
",,薛文娟,TRUE,信息与计算科学,2021/11/6
2022xj009,几个广义Van der Waerden数的精确值,FALSE,,,基础型,图论是一门应用十分广泛而又极其有趣的新兴数学分支，是组合数学的一个重要组成部分。近几十年来由于电子计算机的广泛应用，图论作为一门提供其模型的应用数学学科也得到了迅速的发展。在图论的极图领域中，van der Waerden问题是一个比较有趣的问题。它的理论表述非常简单，只是一个等差数列的问题，但是由于应用了抽屉原理，造成了它奇大的上界。至今，其精确值得到甚少。本课题目的是利用计算机编程语言（C语言），避开抽屉原理，对几个广义Van der Waerden数和圆周上的Van der Waerden数做出比较好的估计。,C语言编程,胡妍,TRUE,信息与计算科学,2021/11/6
2022xj010,凸体几何中的不等式问题研究,FALSE,,,基础型,"凸几何分析是上世纪初形成到上世纪末蓬勃发展起来的一门现代几何学科，至上世纪60年代，凸几何分析已成为现代数学的一个重要研究领域。本课题主要以凸几何分析中的经典不等式为重点研究内容，例如：Holder不等式，Brunn-Minkowski不等式，Minkowski不等式等等，运用基本的分析方法，研究不等式的度量问题和极值问题，同时注意把基础理论和相关领域相结合，在计算机，计算机图形学，密码学等领域中，解决与数学相关的实际问题。（有一定的理论分析能力）

",,胡妍,TRUE,信息与计算科学,2021/11/6
2022xj072,电磁耦合激励下燃气轮机转子轴承系统的非线性动力学建模,TRUE,12172210(国家自然科学基金),,工程实践/应用型,燃气轮机作为快速调节能源的装置，具有调节能力强，启停灵活迅速，已被广泛应用于综合能源系统，分布式多能互补能源系统等低碳电网系统中，联动新能源发电。燃气轮机是以连续流动的气体为工质带动叶轮高速旋转，将燃料的能量转变为有用功的内燃式动力机械，是一种旋转叶轮式热力发动机。转子轴承系统是燃气轮机中的高速运转的核心部件，它往往要在高转速、高温、高压、强磁场等恶劣条件下工作，其受力情况复杂。针对此问题，本课题要求建立电磁耦合激励下燃气轮机转子轴承系统的非线性动力学模型，为进行燃气转子轴承系统的分析提供一个理论依据。,有较强的动力和编程能力，具备一定的设计和CAE分析基础，掌握一门数据分析软件（如Matlab、Python、ANSYS等）。,朱瑞,TRUE,信息与计算科学,2021/11/6
2022xj073,电磁耦合场作用下燃气轮机转子轴承系统的动力学分析,TRUE,12172210(国家自然科学基金),,工程实践/应用型,"
燃气轮机作为快速调节能源的装置，具有调节能力强，启停灵活迅速，已被广泛应用于综合能源系统，分布式多能互补能源系统等低碳电网系统中，联动新能源发电。燃气轮机是以连续流动的气体为工质带动叶轮高速旋转，将燃料的能量转变为有用功的内燃式动力机械，是一种旋转叶轮式热力发动机。转子轴承系统是燃气轮机中的高速运转的核心部件，它往往要在高转速、高温、高压、强磁场等恶劣条件下工作，其受力情况复杂。针对此问题，本课题要求开展电磁耦合场作用下燃气轮机转子轴承系统的动力学分析，为进行燃气转子轴承系统的分析提供一个理论依据。",有较强的动力和编程能力，具备一定的设计和CAE分析基础，掌握一门数据分析软件（如Matlab、Python、ANSYS等）。,朱瑞,TRUE,信息与计算科学,2021/11/6
2022wl039,乡村屋顶光伏发电系统开发探索,FALSE,,,基础型,"相比于密集的城市建筑群，乡村具有广阔的屋顶面积可用于光伏发电系统的开发和利用，具有巨大的发展潜力。
在广大农村地区，当地农民增收来源有限，房屋基本用来自住，为了节省电费一般用电量较少少，因此生活水平偏低。如果可以在自家闲置的屋顶安装光伏发电系统，既不影响日常生活，还能发电自用节省电费，同时有多余的电输送给电网还可以赚钱。那么不但能推进农村生活的电气化与现代化，也能让人民群众获得感、幸福感、安全感更加充实、更有保障、更可持续，实现乡村振兴、共同富裕的目标。
本课题即是为该目标做可行性分析，通过政策查询、电站设计、效益测算、方案推荐，建设期的设备采购、电费补贴，电站并网等方面进行设计与可行性分析。
",,徐燕,TRUE,应用物理学,2021/11/6
2022wl040,储能技术的进展与发展趋势,FALSE,,,基础型,"众所周知，新能源发展的瓶颈在于储能技术。加快推进储能技术与产业发展，对于构建“清洁低碳、安全高效”的现代能源产业体系具有重要的战略意义。
   我国储能呈现多元化发展的良好态势：抽水蓄能发展迅速，锂离子电池储能技术成熟度飞速提高，压缩空气储能、飞轮储能、超导储能和超级电容、钠硫电池、液流电池、铅蓄电池等储能技术研发应用加速，储氢、储热、储冷技术也取得了一定进展。
   本课题综合比较这些储能技术的特点与发展现状，选出更适合用于光伏发电系统的储能方式，以推进光伏发电系统的开发和利用。
",,徐燕,TRUE,应用物理学,2021/11/6
2022xj046,两种数学模型对新冠疫情预测研究,FALSE,,,工程实践/应用型,为了预测新冠肺炎疫情变化趋势并探究其背后的深层原因，本课题采用Malthus模型和Logistic模型对全球新冠肺炎确诊人数建立预测模型，通过实际数值进行拟合预测分析，比较分析结果，得到有效结论，可用于新冠肺炎感染确诊人数的初期预测，对目前防疫具有借鉴意义。Malthus模型和Logistic模型是英国经济学家马尔萨斯和荷兰生物学家Verhulst提出来的。通过对这两种模型的化简，可以得到多项式函数。因此如何确定多项式函数，使其与给定点值在某种标准下充分接近就是我们需要解决的问题。,,王军平,TRUE,信息与计算科学,2021/11/6
2022wl041,光伏发电功率预测模型研究,FALSE,,,基础型,"由于光伏发电受到太阳辐照强度、大气温度、云量等多种气象因素的影响，功率输出具有明显的间歇性和不确定性，这将会给电网的运行和调度带来不安全的影响。因此光伏功率的预测在维护电力的供需平衡、改善电力系统的安全稳定性方面显得尤为重要。
而对于光伏功率的预测，依据不同的特征数据研究人员建立了多种模型，有的模型受电站数据来源的限制,未能充分利用多元环境序列的有效信息。有的数据模型随着输入变量的增多,会导致模型收敛速度减慢，同时欠缺对光伏功率随时间变化这一特性的考量，限制了预测精度的提升。同时随着机器学习的深入研究，模型的建立越来约精细化。本文将探索何种模型可以更加准确的预测光伏发电系统的功率。
",,徐燕,TRUE,应用物理学,2021/11/6
2022wl006,锌空电池的制备及特性研究,FALSE,,,工程实践/应用型,为了推动锌空气电池的发展，需要从电池结构，空气电极结构和新型高效的催化剂等多方面入手。本课题从锌空气电池结构的优化开始，到新型双功能催化剂的制备，再在此基础上对比优化出新型空气电极结构，通过一步步的优化，使得制备出的空气电极在成本和性能两方面同时满足发展要求，致力于制备一种性能优良可稳定工作的锌空气电池。同时，通过锌空气电池的整体制备，一定程度上探究发现锌空气电池性能受多方面影响，此研究为锌空气电池的大规模应用提供了一个研发思路。,,陈东生,TRUE,应用物理学,2021/11/6
2022wl007,超级电容的制备及特性研究,FALSE,,,基础型,二元过渡金属氧化物作为超级电容器活性物质存在以下问题：（1）循环稳定性差。过渡金属氧化物在参与电极反应时材料会发生一定的体积变化，内部产生较大的内应力，长期循环内应力的反复变化导致材料粉化，失去电化学活性，容量快速衰减；（2）倍率性能不佳。相比于 NiO、MnO2、Co3O4和 MoO3等单金属氧化物，二元过渡金属氧化物的禁带宽度已经明显减小，电子导电率有了一定的提高，但是仍不能满足锂离子电池和超级电容器的要求，尤其是在高倍率充放电时难以快速传输电子参与电极反应，致使电极极化加大，实际容量比理论值低很多。针对以上问题，本研究希望采用纳米化、复合化等思路对典型的二元过渡金属氧化物 进行掺杂处理，并研究掺杂对材料微结构和电化学储能性能的影响。,,陈东生,TRUE,应用物理学,2021/11/6
2022wl008,PVsyst软件在光伏电站设计中的应用研究,FALSE,,,基础型,"光伏系统发电量计算是光伏系统进行设计与优化的重要依据。传统的光伏系统发电量公式计算方法存在诸多问题。针对这些问题，分析了采用 PVsyst 软件进行计算的可行性，并提出了通过 PVsyst 软件进行计算的解决方法。
PVsyst 是光伏系统设计的专业软件，包括了广泛的气象数据库、光伏系统组件数据库，以及一般的太阳能工具等。基于项目的不同进展阶段，PVsyst 提供了多种水平上的光伏系统研究工具，可满足不同设计阶段的设计需要。",,陈东生,TRUE,应用物理学,2021/11/6
2022xj047,系统动力学在新冠疫情研究中的应用,FALSE,,,工程实践/应用型,从新冠肺炎爆发以来，全球各地均受到各种不同的影响，导致各种财产损失和上亿条生命牺牲的代价。考虑新冠病毒的传播特点，基于系统动力学建立一种数学模型，利用去年我国和美国的疫情数据，运用该模型拟合分析并比较我国和美国的疫情状况，同时预测疫情下一阶段的发展趋势。实证部分使用去年的数据求解模型的参数，通过时间序列预测模型得出下一阶段的数据结果。根据实证分析和比较两国的结果，总结出较好的疫情防控措施和建议，具有十分重要的实践意义。,,王军平,TRUE,信息与计算科学,2021/11/7
2022xj048,帐篷映射的数字特征,FALSE,,,工程实践/应用型,"本文通过帐篷映射的一些数字特征进行讨论，从它的各种状态出发，证明帐篷映射是一个蕴含着混沌的复杂系统。
混沌具有三要素：对初值的极端敏感性、遍历性、不可预测性。Lyapunov指数是描述函数混沌特性的一个重要数字特征。如何利用matlab程序去计算混沌映射的Lyapunov指数，这是其中的一个主要内容。
另外，讨论帐篷师映射中的一些混沌特性：通过对帐篷映射其他的一些数字特征进行计算，分别讨论帐篷映射的数学期望、方差、协方差以及相关系数的关系。

",,王军平,TRUE,信息与计算科学,2021/11/7
2022xj049,分形几何在游戏设计中的应用,FALSE,,,基础型,随着计算机技术的发展，分形几何成了计算机图形学的一个分支，它以分形几何学为数学基础构造自相似的几何结构，借助于计算机图形学的支持模拟山脉、河流、地貌、云彩、植物等，产生人力所False法绘制的绚丽图形，达到对自然景物的逼真模拟。自然场景的模拟在工程设计，如道路桥梁设计、城市规划、多媒体电影以及电子游戏中越来越受到重视。游戏是在现实世界的基础上进行虚拟重构。游戏中的元素设计要来源于现实，同时又要自己的独特创新。分形几何具有这样的优势。本课题就是要利用Matlab的功能实现各种分形几何图形，作为游戏中场景元素，用各种数学基础图形，不断自相似的图形生成，达到真实世界在游戏中再现。,,王军平,TRUE,信息与计算科学,2021/11/7
2022wl034,光学反射在可见光通讯中的应用特性分析,FALSE,,,基础型,"可见光通讯(Visible Light Communications)是一种False线通讯技术，是利用荧光灯或发光二极管(LED)等物体发出的明暗闪烁信号来实现信息传输的通信技术，可见光的频率介于400 THz(波长780 nm)至800 THz(波长375 nm)之间。它最大的特色是可以结合固态照明技术。可见光通讯可以应用于光照上网、可见光点播电视业务、可见光新型False线广播、可见光精确定位等领域。False线电波在水下的传播距离非常有限，导致其几乎False法运用到水下环境，而LED闪光信号灯已经被日本学者证实可以在水下30m范围内传输信号。该项技术将会对潜水艇和海底观测站的通信起到重要作用。利用光的反射可以形成LED和电子设备间相互通讯。本论文将研究光学反射在可见光通讯中的应用的特性分析。
",,王淮生,TRUE,应用物理学,2021/11/7
2022wl035,光学干涉和衍射在光学图像加密中的应用特性分析,FALSE,,,基础型,"随着互联网和各种信息传递技术的广泛应用,信息在通信和存储中的安全性已成为当今的研究热点。光学图像加密技术是一种新型图像加密技术,光学信息处理系统本身可以整体互联,能够在加密的情况下,保证光学信息能够对大量数据进行高速并行处理。同时,基于光学的信息加密技术具有非常多的自由度可供选择,例如光的振幅、相位、偏振、波长、距离和角动量等都可以作为加密参数。光的干涉和衍射是波动光学的基本内容。当两束光满足电场强度方向相同频率相同并且相位差不变在空间相遇时会发生干涉，当光在传播过程中遇到小的障碍时会发生衍射现像。本论文将研究将干涉和衍射结合起来去分析它们在光学图像加密中的应用。",,王淮生,TRUE,应用物理学,2021/11/7
2022xj063,几种约束优化问题的对偶理论研究,TRUE,H2019-107,,基础型,现实世界中的很多实际问题都可以抽象成为一个带约束的最优化问题，比如运筹学中学习过的线性规划就是一种约束优化问题。每个约束优化问题都有相应的对偶问题，相比原问题，对偶问题总是凸的，其最优值给出了原问题最优值（极小化问题）的一个下界。有些约束优化问题难以直接求解，但是它的对偶问题可能比较容易求解。尤其是当原问题的约束个数比决策变量维数小的多时，对偶问题的决策变量维数会比原问题的小，从而可以在相对较小的决策空间中求解，因此对于对偶问题的研究非常必要。本课题研究如何写出几种约束优化问题的对偶问题，相比大三时学习线性规划对偶问题的死记硬背，我们给出一种通用的方法，对于任意的一个约束优化问题，都能很容易的写出其对偶问题。,要求学生数学基础好，对理论研究有兴趣。,于洪霞,TRUE,信息与计算科学,2021/11/7
2022wl046,基于霍尔效应的霍尔传感器测转速,FALSE,,,基础型,"基于霍尔效应的霍尔传感器具有应用简单、耐高温、成本低、结构牢固、体积小、重量轻、寿命长、安装方便、功耗小、频率高等优势，可以替代各类机械开关、电容接近传感器和电感式传感器等。 

霍尔传感器主要应用在汽车、消费类电子和工业方面，包括医疗健康、航空航天和生物制药等在内的其它行业也有霍尔传感器的身影。

我们工作是将所学霍尔效应理论应用到实际，掌握霍尔传感器测速原理并利用霍尔传感器测量转速。
",熟悉c语言，动手能力强。,张杰,TRUE,应用物理学,2021/11/7
2022xj069,期权定价的数值计算方法研究,FALSE,,,基础型,"期权是买卖双方的一个合约，给予合约买方以约定的价格（行使价或执行价）向合约卖方购买或卖出合约指定的标的资产的权利。期权按照行权方式主要分为欧式期权和美式期权，其中美式期权的买方可于期权到期前行权，而欧式期权买方只能于期权到期时行权。 Black-Scholes模型最早是由Fischer Black和Myron Scholes在1973提出，发表在论文The Pricing of Options and Corporate Liabilities中。此后，该模型为金融市场以市价价格变动的金融衍生品提供了合理的定价基础。
    本文主要应用蒙特卡洛、二叉树等方法研究期权定价模型的数值计算问题，并对结果进行讨论分析。",要求学生熟练掌握数值计算方法,张霞,TRUE,信息与计算科学,2021/11/7
2022wl024,多晶硅光伏电池生产过程的能量消耗计算及分析,FALSE,,,工程实践/应用型,"人类社会伴随着生物质能、风能、太阳能、水能、化石能、核能等的开发和利用，逐步从原始社会的农业文明走向现代化的工业文明。能源与经济以至价值观实行大变革的结果，可能将为逐步迈向生态文明走出一条新路，即摒弃20世纪及以前的传统增长模式，直接应用新世纪的创新技术与创新机制，通过低碳经济模式与低碳生活方式，实现社会可持续发展。
   多晶硅光伏电池从最前端的硅材料，到生产多晶硅的原料，到铸锭、切片，生产电池，生产组件，到建立电站；这一系列的产业过程都要消耗能量。本课题从每个生产环节碳计算（统计），以期找到比较准确的节能数据。",具有良好的物理和数学基础,刘世建,TRUE,应用物理学,2021/11/7
,户用型光伏并网逆变器的优化和仿真,FALSE,,,工程实践/应用型,本课题主要探讨户用型并网光伏逆变器，从户用型并网光伏逆变器的拓扑结构，最大功率点跟踪，孤岛保护和控制算法等理论基础上，1、在系统拓扑结构选择上，通过对各种类型并网逆变器拓扑的比较，综合考虑系统效率和EMC等因素，选用合适结构作为并网光伏逆变器的主拓扑结构；2、在硬件电路的实际设计中，使得系统硬件更加简洁可靠；3、在前级输入部分，在了解光伏电池基本特性和MPPT算法的基础上，提出改进系统的最大功率点跟踪；4、在调制方法的选择上，选择最为合适的调制方式；5、在输出控制部分；采用合适的控制策略；6、针对并网逆变器的孤岛保护问题，设计良好的孤岛保护能力。,具有良好的物理和电路知识,刘世建,FALSE,应用物理学,2021/11/7
2022xj002,癫痫的建模与治疗,FALSE,,,基础型,"大脑的动力学分岔与分析，通过DBS深度脑刺激治疗。人工智能（Artificial Intelligence），英文缩写为AI。它是研究、开发用于模拟、延伸和扩展人的智能的理论、方法、技术及应用系统的一门新的技术科学。人工智能是计算机科学的一个分支，它企图了解智能的实质，并生产出一种新的能以人类智能相似的方式做出反应。人工智能作为新一轮科技革命和产业变革的重要驱动力量,正在对经济发展、社会进步等诸多方面产生重大影响。2020年人工智能产业保持平稳增长,根据IDC测算,全球人工智能产业规模为1565亿美元。",,柴元,TRUE,信息与计算科学,2021/11/7
2022xj023,矩阵分析在False限射频识别防伪机制中的应用,FALSE,,,基础型,"False线射频识别RFID 技术是一种标准化的技术，其优点是单一识别、False线通信和标签成本低，为其提供了决定性的实际利益，从而推动概念和应用的新发展。False线射频识别RFID具有免于接触、自动识别等优点，但是从信息安全的角度来看，其自身的特性决定其具有缺陷。 False线射频识别在防伪机制上的应用起步不久，许多企业开始使用这项技术时，如果不能解决其安全性，可能未获其益反受其害。 因此，如何提升False线射频识别的隐密性和安全性会对该技术的普及产生较大影响。
以往的防伪机制主要是通过在电子标签和读取器之间使用椭圆曲线数字签名算法进行认证，以防止伪造的标签及非法的读取器。利用矩阵分析的知识，设计出更好的算法，改进RFID技术的防伪机制，提升安全性。


要求学生要很好的数学功底、较强的推理能力和算法设计能力及英文文献阅读能力。
",要求学生要很好的数学功底、较强的推理能力和算法设计能力及英文文献阅读能力。,刘爱兰,TRUE,信息与计算科学,2021/11/7
2022xj015,基于变分法的最优控制问题的研究,FALSE,,,工程实践/应用型,随着最优控制在航天事业的快速发展，最优控制已经涉及很多的领域。例如，在机床加工中要求加工成本最低为最优；在导弹飞行控制中要求燃料消耗最少为最优；在截击问题中要求时间最短为最优。最优控制的目的是使系统的某种性能指标通过控制达到过程最优化，从而实现结果最佳的一种综合策略。即对于一个可控制的动力学系统或运动学过程，设计最佳的控制策略，选取一条最合适的运动轨线，使系统的运动在由某个初始状态转运动到指定的目标状态时，其性能指标值为最优，这个性能指标值可以称为泛函。用于解决最优控制问题的最成功的办法之一就是古典变分法，它适用于控制量取值范围不受任何限制或为开集，且各个泛函对其自变量有充分的可微性的泛函极值问题。,要求学生认真负责，积极与指导老师沟通。,李丽花,TRUE,信息与计算科学,2021/11/7
2022xj016,基于共轭梯度法的最优控制问题的研究,FALSE,,,基础型,"近年来，由于对系统控制质量的要求越来越高及计算机在控制领域的应用越来越
广泛，最优控制系统受到很大重视。例如，在机床加工中要求加工成本最低为最优；在导弹飞行控制中要求燃料消耗最少为最优；在截击问题中要求时间最短为最优。最优控制的目的是使系统的某种性能指标达到最佳，也就是说，利用控制作用可按照人们的愿望选择一条达到目标的最佳途径（即最优轨线）。 最优控制问题是条件极值问题，称为动态优化问题。最优控制的数值方法在最优控制理论中有十分重要的地位。数值方法中最古老的一种梯度法，但梯度法只是求得了局部的最优解，而且越接近极值点，目标函数的收敛越慢，需要迭代多步才能得到最终答案，所以人们历年来致力于寻找更完美的方法，共轭梯度法便由此产生。共轭梯度法是介于牛顿法和最速下降法之间的一种方法，它是梯度法的一种，所以共轭梯度法也是一种迭代算法，通过迭代一步一步找到最终的结果。
",要求学生认真负责，积极与指导老师沟通。,李丽花,TRUE,信息与计算科学,2021/11/7
2022xj017,基于控制变量参数化的最优控制问题的研究,FALSE,,,工程实践/应用型,近年来，由于对系统控制质量的要求越来越高及计算机在控制领域的应用越来越广泛，最优控制系统受到很大重视。例如，在机床加工中要求加工成本最低为最优；在导弹飞行控制中要求燃料消耗最少为最优；在截击问题中要求时间最短为最优。最优控制的目的是使系统的某种性能指标达到最佳，也就是说，利用控制作用可按照人们的愿望选择一条达到目标的最佳途径（即最优轨线）。 最优控制问题是条件极值问题，称为动态优化问题。当前最优控制问题有多种求解方法，在众多求解中，具有最高人气的是将控制变量参数化的方法。这一方法具有求解精度高、离散化后非线性规划问题规模较小等优点，并且使得解题过程更加准确有效。,要求学生认真负责，积极与指导老师沟通。,李丽花,TRUE,信息与计算科学,2021/11/7
2022wl042,运用matlab分析机械振动,FALSE,,,基础型,振动在我们的生活中False处不在，小到组成物质的原子，大至星球也都在振动。本文研究力学机械振动，同时有许多文章研究振动。例如：利用MATLAB中的Simulink软件包对机械振动仿真，利用MATLAB的M文件来研究受迫振动实验。本文研究的是利用MATLAB研究阻尼振动(验证阻尼振动中的弱阻尼、过阻尼、临界阻尼的振动的位移-时间的关系)和受迫振动(受迫振动的振幅与频率和哪些因素有关)，受迫振动的振幅与外力频率的关系。本文验证振幅与质量及刚度的关系，用MATLABL做出其关系图-让我们很清楚的看到质量越大-刚度系数越小时振幅越小。,用过且熟悉matlab绘图,许丹华,TRUE,应用物理学,2021/11/7
2022wl052,基于摩擦纳米发电机的风能收集装置,TRUE,TP2017076,,基础型,风能作为一种大自然馈赠的重要机械能，在气候变暖和能源危机的全球性危机下，已经被广泛认识到是一种重要的可再生绿色能源。将风能转换为电能的传统方法是基于电磁感应的原理和涡轮机结构，然而高昂的设备成本、巨大的体积、在低风速下驱动运转较难等缺点限制了该技术的广泛应用。摩擦纳米发电机（TENG）具有低成本、易于制作、柔性、可规模化等优点，可以有效地收集环境中的低频风能。作为一个小型化、模块化和高效的风能收集解决方案，摩擦纳米发电机可以为电子器件供电以及实现自驱动系统。,该课题可锻炼学生查阅及阅读总结文献的能力，了解一般科学研究的流程，实验有趣，可增强学生的动手实践能力，非常有意义,郑莉,TRUE,应用物理学,2021/11/7
